priority_rank,risk_score,risk_score_100,risk_band,risk_percentile_group,recommended_action,actual_fraud,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,policy_duration_days,claim_to_premium_ratio,injury_claim_ratio,property_claim_ratio,vehicle_claim_ratio,is_night_incident,multi_vehicle_flag
72,0.9308027655054858,93.08,High,Very High,Immediate Review,1,85,31,IL,250/500,2000,1234.69,9000000,FEMALE,MD,tech-support,paintball,husband,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Arlington,1,2,NO,2,1,,74400,14880,7440,52080,BMW,M5,2003,3985,60.25804047979655,0.2,0.1,0.7,1,1
73,0.9306749060704753,93.07,High,Very High,Immediate Review,1,230,43,IN,500/1000,2000,1101.83,0,MALE,High School,exec-managerial,cross-fit,other-relative,28900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,0,3,,0,3,YES,51900,5190,10380,36330,BMW,M5,2011,2883,47.1034551609595,0.1,0.2,0.7,1,1
74,0.9270946647068358,92.71,High,Very High,Immediate Review,1,81,25,IN,100/300,500,920.3,5000000,FEMALE,High School,tech-support,hiking,own-child,51000,-67900,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Hillsdale,11,3,,1,0,,73920,13440,6720,53760,Honda,Civic,2003,363,80.32163424970119,0.1818181818181818,0.0909090909090909,0.7272727272727273,0,1
75,0.9269988847788394,92.7,High,Very High,Immediate Review,1,371,50,IN,250/500,1000,1569.33,0,MALE,PhD,machine-op-inspct,board-games,not-in-family,79600,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Springfield,2,3,NO,2,1,YES,84500,13000,13000,58500,Volkswagen,Passat,2011,7658,53.84463433439748,0.1538461538461538,0.1538461538461538,0.6923076923076923,1,1
76,0.9258456155098902,92.58,High,Very High,Immediate Review,1,373,55,IN,250/500,500,1607.36,0,MALE,MD,sales,yachting,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Arlington,21,4,,0,2,NO,60600,6060,12120,42420,Dodge,RAM,2007,2821,37.701572765279714,0.1,0.2,0.7,0,1
77,0.92582633722876,92.58,High,Very High,Immediate Review,0,15,34,IL,100/300,1000,1829.63,0,MALE,JD,tech-support,cross-fit,not-in-family,56700,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Arlington,21,3,YES,1,0,,67650,12300,6150,49200,Audi,A5,2009,6305,36.97468887152047,0.1818181818181818,0.0909090909090909,0.7272727272727273,0,1
78,0.9253365619909677,92.53,High,Very High,Immediate Review,1,10,26,IN,100/300,2000,765.64,0,MALE,MD,sales,base-jumping,not-in-family,0,-22200,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Northbrook,3,3,,0,3,,31350,2850,5700,22800,Honda,Accord,2001,2441,40.9461365654877,0.0909090909090909,0.1818181818181818,0.7272727272727273,1,1
79,0.9244960276697937,92.45,High,Very High,Immediate Review,1,67,29,IL,250/500,1000,1861.43,0,MALE,High School,adm-clerical,polo,husband,60400,-67800,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,16,1,NO,0,3,YES,63800,6380,6380,51040,Saab,92x,1998,7003,34.27472427112489,0.1,0.1,0.8,0,0
80,0.9243399760313596,92.43,High,Very High,Immediate Review,1,258,41,IL,100/300,500,1042.25,0,MALE,Masters,exec-managerial,reading,unmarried,0,-44400,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,0,3,NO,2,3,NO,81240,6770,20310,54160,Mercedes,C300,2008,5106,77.94674982010075,0.0833333333333333,0.25,0.6666666666666666,1,1
81,0.9225595775702272,92.26,High,Very High,Immediate Review,1,157,32,OH,100/300,2000,617.11,0,MALE,College,other-service,reading,other-relative,0,-54100,Multi-vehicle Collision,Front Collision,Major Damage,Other,VA,Columbus,14,3,,1,2,NO,50800,10160,5080,35560,Mercedes,E400,2013,1899,82.31919754986956,0.2,0.1,0.7,0,1
82,0.9206349546562276,92.06,High,Very High,Immediate Review,1,14,28,OH,250/500,2000,1587.96,0,FEMALE,Associate,craft-repair,board-games,unmarried,0,-26900,Single Vehicle Collision,Rear Collision,Major Damage,Fire,WV,Riverwood,18,1,,2,1,YES,71280,12960,12960,45360,Audi,A5,2012,4590,44.88778054862843,0.1818181818181818,0.1818181818181818,0.6363636363636364,0,0
83,0.9203614427778213,92.04,High,Very High,Immediate Review,1,97,26,OH,250/500,1000,1270.55,0,MALE,Masters,protective-serv,chess,unmarried,0,-72100,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,Riverwood,10,3,YES,2,3,NO,84920,7720,15440,61760,Jeep,Wrangler,2006,6293,66.83719648970919,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,1
84,0.9197687042995991,91.98,High,Very High,Immediate Review,1,134,30,OH,250/500,2000,1443.32,0,FEMALE,PhD,exec-managerial,dancing,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbend,19,3,,0,2,YES,47790,5310,5310,37170,Suburu,Impreza,1995,2658,33.11116038023446,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,1
85,0.917949470347403,91.79,High,Very High,Immediate Review,1,295,42,OH,250/500,2000,1641.73,5000000,MALE,PhD,sales,chess,not-in-family,62400,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,16,3,NO,0,0,NO,59130,6570,6570,45990,Ford,Escape,2006,2828,36.01688462780116,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,1
86,0.9166597646271779,91.67,High,Very High,Immediate Review,1,230,37,IL,500/1000,1000,1060.74,0,MALE,PhD,tech-support,reading,own-child,0,-51500,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Columbus,15,1,YES,2,3,,49100,9820,4910,34370,Suburu,Impreza,1996,3560,46.28844014555876,0.2,0.1,0.7,0,0
87,0.9161439710849965,91.61,High,Very High,Immediate Review,1,64,29,OH,250/500,2000,1202.28,0,MALE,High School,exec-managerial,cross-fit,other-relative,0,-61400,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Hillsdale,4,1,,1,2,NO,43700,4370,4370,34960,Nissan,Pathfinder,2007,1178,36.34760621485844,0.1,0.1,0.8,1,0
88,0.9144273834560223,91.44,High,Very High,Immediate Review,1,421,56,IN,100/300,500,1935.85,4000000,MALE,Masters,machine-op-inspct,reading,own-child,49500,-81100,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Hillsdale,7,1,,2,3,,92730,16860,8430,67440,Mercedes,E400,2004,9097,47.90143864452308,0.1818181818181818,0.0909090909090909,0.7272727272727273,0,0
89,0.9117684985769862,91.18,High,Very High,Immediate Review,1,234,41,IN,100/300,500,951.56,0,FEMALE,JD,transport-moving,video-games,wife,59400,-78600,Multi-vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,3,3,NO,2,1,,98280,15120,7560,75600,Chevrolet,Tahoe,2007,9034,103.28302997183572,0.1538461538461538,0.0769230769230769,0.7692307692307693,1,1
90,0.9109090930251331,91.09,High,Very High,Immediate Review,1,115,31,OH,500/1000,1000,1051.67,0,FEMALE,Associate,exec-managerial,bungie-jumping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,18,3,YES,0,3,NO,34160,0,4270,29890,Audi,A5,2005,3374,32.48167200737874,0.0,0.125,0.875,0,1
91,0.9096328821107986,90.96,High,Very High,Immediate Review,1,405,58,IL,250/500,500,1237.88,0,MALE,MD,exec-managerial,exercise,not-in-family,0,-46900,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Arlington,11,1,,0,0,,63580,5780,5780,52020,Mercedes,ML350,1997,994,51.36200601027563,0.0909090909090909,0.0909090909090909,0.8181818181818182,0,0
92,0.9086087101386185,90.86,High,Very High,Immediate Review,1,162,33,OH,250/500,500,964.92,0,FEMALE,Associate,exec-managerial,base-jumping,other-relative,45700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Hillsdale,17,4,NO,2,1,NO,35300,3530,3530,28240,Mercedes,E400,1996,8801,36.58334369688679,0.1,0.1,0.8,0,1
93,0.9085762171141968,90.86,High,Very High,Immediate Review,1,27,28,IN,100/300,2000,1371.78,0,MALE,JD,farming-fishing,polo,other-relative,0,-32500,Multi-vehicle Collision,Front Collision,Major Damage,Other,PA,Riverwood,10,3,,0,2,YES,53600,5360,10720,37520,Audi,A5,2015,7100,39.07332079487965,0.1,0.2,0.7,0,1
94,0.9083234253818058,90.83,High,Very High,Immediate Review,1,61,26,OH,100/300,2000,1188.28,6000000,FEMALE,JD,farming-fishing,skydiving,wife,0,-53800,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,16,2,YES,1,0,NO,53820,11960,5980,35880,Ford,F150,2015,1294,45.29235533712593,0.2222222222222222,0.1111111111111111,0.6666666666666666,0,1
95,0.9080179451353485,90.8,High,Very High,Immediate Review,1,19,29,OH,250/500,500,1304.35,0,MALE,JD,transport-moving,cross-fit,not-in-family,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Columbus,6,3,NO,0,2,,75400,11600,11600,52200,Dodge,Neon,2005,4502,57.8065703223828,0.1538461538461538,0.1538461538461538,0.6923076923076923,0,1
96,0.9068858310415092,90.69,High,Very High,Immediate Review,1,80,27,OH,500/1000,500,795.31,0,MALE,JD,farming-fishing,skydiving,husband,0,-51000,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Arlington,16,3,YES,1,3,,40810,3710,7420,29680,Ford,F150,2000,148,51.31332436408445,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,1
97,0.9054831717597037,90.55,High,Very High,Immediate Review,0,285,41,IL,100/300,1000,1436.79,0,FEMALE,PhD,prof-specialty,sleeping,wife,70900,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbend,23,1,YES,2,3,,108480,18080,18080,72320,Volkswagen,Passat,2015,384,75.50163907042783,0.1666666666666666,0.1666666666666666,0.6666666666666666,1,0
98,0.9044259788444052,90.44,High,Very High,Immediate Review,0,422,60,IN,100/300,1000,1555.52,0,FEMALE,MD,machine-op-inspct,hiking,own-child,43600,-67800,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Northbrook,11,1,YES,1,1,NO,85250,15500,7750,62000,Mercedes,E400,1999,1553,54.80482411026538,0.1818181818181818,0.0909090909090909,0.7272727272727273,0,0
99,0.9026040101737971,90.26,High,Very High,Immediate Review,1,16,35,IL,250/500,1000,1358.03,0,MALE,JD,sales,chess,own-child,59300,-31400,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,0,1,NO,2,1,,55000,10000,10000,35000,Volkswagen,Jetta,2008,8848,40.49984168243706,0.1818181818181818,0.1818181818181818,0.6363636363636364,1,0
100,0.9009996571565945,90.1,High,Very High,Immediate Review,0,146,31,OH,100/300,1000,1457.65,5000000,FEMALE,College,armed-forces,camping,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Riverwood,0,3,NO,1,3,,52380,5820,5820,40740,Toyota,Highlander,2010,8901,35.93455219016911,0.1111111111111111,0.1111111111111111,0.7777777777777778,1,1
101,0.9007388199755555,90.07,High,Very High,Immediate Review,1,313,50,OH,100/300,2000,1255.62,0,MALE,MD,armed-forces,polo,unmarried,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,Northbrook,18,3,YES,2,1,YES,69000,13800,6900,48300,Ford,F150,1995,3869,54.952931619439006,0.2,0.1,0.7,0,1
102,0.9002931424889954,90.03,High,Very High,Immediate Review,1,199,38,IL,250/500,1000,1281.25,0,FEMALE,High School,tech-support,movies,other-relative,0,-53100,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Columbus,6,1,,0,2,NO,44440,8080,4040,32320,BMW,X6,2007,8532,34.68487804878049,0.1818181818181818,0.0909090909090909,0.7272727272727273,0,0
103,0.8989355749109283,89.89,High,Very High,Immediate Review,1,147,33,OH,100/300,1000,1334.15,6000000,MALE,High School,craft-repair,reading,not-in-family,53300,-49200,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,Springfield,15,1,YES,2,0,YES,53100,10620,5310,37170,Mercedes,C300,1995,1630,39.80062211895214,0.2,0.1,0.7,0,0
104,0.898773183303039,89.88,High,Very High,Immediate Review,1,440,61,OH,250/500,500,1050.76,0,MALE,PhD,transport-moving,movies,wife,41500,-70200,Single Vehicle Collision,Side Collision,Major Damage,Fire,OH,Riverwood,21,1,,2,3,NO,53640,5960,5960,41720,Nissan,Maxima,2004,8182,51.04876470364308,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0
105,0.8986818091407104,89.87,High,Very High,Immediate Review,1,448,57,IL,100/300,2000,1376.16,0,FEMALE,PhD,tech-support,hiking,own-child,38600,-50300,Multi-vehicle Collision,Front Collision,Major Damage,Police,SC,Arlington,10,3,NO,2,1,,47760,5970,5970,35820,Suburu,Impreza,2013,3597,34.70526682943844,0.125,0.125,0.75,0,1
106,0.8979457480421057,89.79,High,Very High,Immediate Review,0,131,29,IN,250/500,1000,978.27,0,FEMALE,Associate,sales,paintball,own-child,65700,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Hillsdale,5,1,,1,3,NO,76400,15280,7640,53480,Suburu,Forrestor,2003,579,78.0970488719883,0.2,0.1,0.7,1,0
107,0.8977442897975889,89.77,High,Very High,Immediate Review,1,15,34,IN,250/500,2000,1586.41,0,FEMALE,High School,sales,video-games,other-relative,33500,-58900,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,10,1,YES,1,3,,75570,6870,13740,54960,BMW,X5,2010,3575,47.63585706091112,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,0
108,0.8942675495596101,89.43,High,Very High,Immediate Review,1,269,44,OH,100/300,500,1297.75,4000000,FEMALE,JD,other-service,chess,own-child,0,-41400,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,15,3,,0,1,,98670,15180,15180,68310,Chevrolet,Tahoe,2010,4425,76.0315931419765,0.1538461538461538,0.1538461538461538,0.6923076923076923,0,1
109,0.8933433066599985,89.33,High,Very High,Immediate Review,1,289,46,IL,250/500,2000,1209.07,0,MALE,JD,armed-forces,chess,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,18,1,YES,0,1,YES,56430,6270,6270,43890,BMW,3 Series,1995,3925,46.67223568527877,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0
110,0.8932807141939857,89.33,High,Very High,Immediate Review,1,310,48,OH,100/300,1000,845.16,0,FEMALE,Masters,priv-house-serv,base-jumping,other-relative,0,0,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbend,21,1,YES,1,0,NO,55170,6130,6130,42910,Audi,A5,2005,4612,65.2775805764589,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0
111,0.8930505935787822,89.31,High,Very High,Immediate Review,1,20,23,OH,500/1000,1000,1711.72,0,FEMALE,JD,tech-support,base-jumping,wife,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,21,3,NO,2,2,NO,63250,5750,11500,46000,Chevrolet,Tahoe,2002,5736,36.951136868179375,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,1
112,0.8911574030409963,89.12,High,Very High,Immediate Review,1,183,38,IL,250/500,500,1543.68,0,FEMALE,Masters,prof-specialty,paintball,not-in-family,20200,0,Single Vehicle Collision,Side Collision,Major Damage,Police,NC,Hillsdale,17,1,NO,0,1,YES,51920,9440,4720,37760,Audi,A3,2001,227,33.63391376451078,0.1818181818181818,0.0909090909090909,0.7272727272727273,0,0
113,0.8903236173687944,89.03,High,Very High,Immediate Review,1,438,57,OH,500/1000,500,1119.29,0,FEMALE,MD,machine-op-inspct,chess,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,14,1,,0,0,NO,40700,4070,4070,32560,Volkswagen,Passat,2000,8503,36.36233683853157,0.1,0.1,0.8,0,0
114,0.8889206983830569,88.89,High,Very High,Immediate Review,1,125,35,OH,500/1000,500,1054.83,7000000,MALE,JD,tech-support,cross-fit,husband,0,-51300,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbend,17,1,YES,2,3,NO,88660,8060,16120,64480,Mercedes,C300,2007,6807,84.05145852886248,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,0
115,0.8873880826633134,88.74,High,Very High,Immediate Review,1,97,26,IL,250/500,1000,1252.08,0,MALE,College,exec-managerial,sleeping,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,VA,Springfield,4,2,YES,2,2,NO,50400,10080,5040,35280,Honda,CRV,2000,8497,40.25301897642324,0.2,0.1,0.7,1,1
116,0.8869466106553059,88.69,High,Very High,Immediate Review,0,265,45,OH,250/500,500,972.5,0,FEMALE,College,exec-managerial,cross-fit,unmarried,0,0,Vehicle Theft,,Trivial Damage,,NC,Springfield,3,1,NO,2,3,NO,3190,290,580,2320,Ford,Escape,1995,5927,3.2802056555269923,0.0909090909090909,0.1818181818181818,0.7272727272727273,1,0
117,0.886945571304931,88.69,High,Very High,Immediate Review,1,179,32,OH,100/300,1000,1433.42,6000000,FEMALE,Associate,protective-serv,base-jumping,own-child,53800,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,4,1,YES,1,2,NO,54200,5420,10840,37940,Nissan,Ultima,2014,7473,37.81166720151805,0.1,0.2,0.7,1,0
118,0.8843680720535412,88.44,High,Very High,Immediate Review,1,255,43,IN,500/1000,500,984.02,0,FEMALE,JD,transport-moving,board-games,unmarried,75800,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Columbus,14,2,,2,2,,74700,7470,14940,52290,Nissan,Maxima,2007,2837,75.91309119733339,0.1,0.2,0.7,0,1
119,0.8841145899012138,88.41,High,Very High,Immediate Review,1,66,30,IN,500/1000,500,484.67,0,FEMALE,College,adm-clerical,paintball,wife,21100,-60800,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Arlington,2,3,,0,2,YES,65560,11920,11920,41720,Volkswagen,Passat,2015,4232,135.2672952730724,0.1818181818181818,0.1818181818181818,0.6363636363636364,1,1
120,0.8838558948826768,88.39,High,Very High,Immediate Review,1,380,56,OH,100/300,1000,1570.86,0,MALE,MD,farming-fishing,cross-fit,other-relative,66000,0,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Northbend,10,1,,0,1,YES,58160,7270,7270,43620,Saab,95,1996,3714,37.02430515768433,0.125,0.125,0.75,0,0
121,0.883055251550814,88.31,High,Very High,Immediate Review,1,437,60,OH,500/1000,1000,1269.64,0,FEMALE,College,armed-forces,cross-fit,unmarried,48800,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Riverwood,10,1,NO,1,3,NO,84480,7680,15360,61440,Chevrolet,Silverado,2012,6235,66.53854635959799,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,0
122,0.8819335756896192,88.19,High,Very High,Immediate Review,1,197,41,OH,500/1000,1000,1324.78,0,FEMALE,PhD,prof-specialty,basketball,not-in-family,0,-64500,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,6,1,NO,2,2,YES,76400,15280,7640,53480,Volkswagen,Jetta,1997,6771,57.66995274687118,0.2,0.1,0.7,0,0
123,0.8793903310861265,87.94,High,Very High,Immediate Review,1,404,56,IN,250/500,1000,1361.16,4000000,FEMALE,Masters,transport-moving,cross-fit,not-in-family,0,-63700,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Hillsdale,23,1,NO,2,0,YES,53100,5310,5310,42480,Accura,MDX,2005,1744,39.01084369214493,0.1,0.1,0.8,1,0
124,0.8775054866205579,87.75,High,Very High,Immediate Review,0,94,30,IN,250/500,2000,1025.54,0,FEMALE,High School,armed-forces,paintball,other-relative,0,-52600,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,Arlington,19,1,,1,3,YES,64100,6410,6410,51280,Chevrolet,Malibu,2001,4739,62.5036566101761,0.1,0.1,0.8,0,0
125,0.8717046216279005,87.17,High,Very High,Immediate Review,0,419,53,IL,500/1000,2000,736.07,6000000,MALE,College,transport-moving,chess,unmarried,45700,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,17,4,,0,0,YES,62280,5190,10380,46710,Suburu,Forrestor,2012,6216,84.61151792628418,0.0833333333333333,0.1666666666666666,0.75,0,1
126,0.8668267310529161,86.68,High,Very High,Immediate Review,1,257,40,IN,250/500,500,1379.93,0,MALE,MD,armed-forces,base-jumping,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,6,3,,0,2,YES,51810,9420,4710,37680,Audi,A3,2002,929,37.545382736805486,0.1818181818181818,0.0909090909090909,0.7272727272727273,0,1
127,0.866664487614693,86.67,High,Very High,Immediate Review,1,136,32,IN,100/300,500,1169.62,0,FEMALE,JD,sales,yachting,not-in-family,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Arlington,6,1,YES,0,0,NO,55000,10000,10000,35000,Toyota,Camry,2008,5152,47.02381970212548,0.1818181818181818,0.1818181818181818,0.6363636363636364,0,0
128,0.8646637576259892,86.47,High,Very High,Immediate Review,1,151,37,IN,250/500,500,1366.42,0,FEMALE,Associate,protective-serv,cross-fit,unmarried,44000,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,14,3,NO,1,2,YES,59100,5910,5910,47280,Nissan,Maxima,1998,850,43.251708845011045,0.1,0.1,0.8,0,1
129,0.8642925240592976,86.43,High,Very High,Immediate Review,1,398,55,OH,250/500,2000,1305.26,0,MALE,MD,farming-fishing,skydiving,wife,66200,-49700,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,18,1,,1,3,YES,36740,3340,6680,26720,BMW,X5,1998,8591,28.14764874431148,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,0
130,0.8633562645641724,86.34,High,Very High,Immediate Review,1,284,48,IN,500/1000,2000,769.95,0,MALE,Masters,prof-specialty,movies,not-in-family,0,-44200,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,16,2,,2,3,NO,60940,5540,11080,44320,Audi,A3,2013,6458,79.14799662315734,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,1
